intercolumnar_distance,upper_margin,lower_margin,exploitation,row_number,modular_ratio,interlinear_spacing,weight,peak_number,modular_ratio/interlinear_spacing,class
0.105604,-0.189174,0.164499,-0.683757,0.261718,-0.266459,0.446679,0.513983,0.219991,-0.351069,A
-0.770809,-0.110662,0.328093,0.26205,0.17234,-0.141884,0.408929,-0.093078,0.001721,-0.235255,D
-0.363462,-0.189174,0.641057,0.681245,0.17234,-0.391033,-0.081827,1.01426,1.093072,-0.198475,C
S,-0.016448,0.317424,-0.526838,0.261718,-0.681707,0.182426,-1.025969,-0.060642,-0.601815,F
0.130292,-0.212727,0.324537,0.386474,0.261718,-0.10036,0.220177,0.32643,-0.216549,-0.086579,F
-0.042522,0.10132,0.288973,0.722153,0.261718,0.107265,0.069175,0.502179,0.375899,0.181551,A
0.389513,0.462474,0.136047,0.011679,-0.900198,0.439463,0.257927,0.832008,0.001721,0.375181,F
-0.215336,0.250492,0.473906,1.187089,0.17234,1.26996,0.257927,0.196891,2.059698,1.126854,X
0.266074,0.258344,-3.210528,-0.405994,0.261718,-0.432558,0.257927,0.662201,0.157628,-0.411224,A
0.167323,0.117022,0.047137,-0.174809,0.261718,-0.01731,0.106925,0.227082,0.282354,0.036576,A
-0.116585,0.423218,0.086258,1.919136,0.261718,0.024215,0.182426,1.907582,1.03071,0.050958,G
-0.116585,-0.212727,-0.027547,-0.927921,0.351096,3.180103,0.396345,-1.736437,-1.786017,2.747498,E
-0.351118,-0.314793,0.573485,1.670018,-0.185173,-0.640182,-4.121121,0.020152,0.718895,-1.012992,X
0.167323,0.117022,0.047137,-0.174809,0.261718,-0.266459,0.484429,-0.135229,0.064084,-0.381098,A
1.37702,-0.063555,0.349432,0.40572,0.17234,0.024215,0.031425,-1.575037,-1.183175,0.137658,A
0.31545,0.517433,-0.002652,-2.543473,0.261718,-0.515608,0.371178,0.910796,-0.933723,-0.542384,F
0.117948,0.171981,0.217845,1.738109,0.261718,0.688613,-0.232828,1.374047,0.095265,0.899386,A
-0.054866,0.203385,0.05425,-0.028782,0.261718,0.397939,0.55993,-0.601723,-0.091823,0.167145,G
-0.017834,-2.426761,0.278304,0.506662,0.17234,-0.058835,0.635431,0.315383,-0.247731,-0.277183,F
0.883267,-0.314793,0.086258,-1.337837,0.976743,-0.930856,-0.799085,-0.65232,1.217798,-0.288129,I
0.056229,0.533135,0.185837,0.882801,0.261718,-0.266459,0.446679,0.395588,-0.590727,-0.360761,A
0.512951,-0.416858,0.125378,0.549719,0.976743,-1.055431,-1.667344,0.06805,1.623157,0.106001,I
-0.079554,-0.291239,0.388552,0.855618,0.261718,0.937762,0.144676,0.734542,-0.123005,0.890477,F
-0.030178,0.438921,-0.045329,0.766462,0.17234,0.06574,0.257927,-1.287961,-1.183175,0.05103,A
-0.079554,0.313302,0.139604,0.295528,0.261718,1.602159,0.446679,0.00396,-0.091823,1.293492,A
0.117948,-0.16562,0.562816,0.567204,0.61923,2.598755,-0.874585,-0.406404,-0.216549,3.271101,Y
-0.030178,-0.063555,0.285416,-1.278877,0.17234,0.854712,-0.157328,0.092941,0.251173,1.008328,F
-0.153617,-0.087108,0.299642,0.689629,0.261718,0.107265,0.295677,0.281096,-0.060642,O,F
0.019197,0.289748,-0.116457,1.524856,-0.542686,-0.598658,1.088436,1.872693,0.375899,-0.954983,F
0.068573,-0.204876,0.424116,1.412158,0.261718,0.273364,0.446679,1.498053,0.18881,0.122095,A
0.179667,-0.047852,0.274747,-0.605223,0.261718,-0.806282,0.333428,-0.183787,-0.154186,-0.77676,F
-0.178304,0.258344,-0.12357,0.228303,0.082961,2.349606,0.673182,-1.466602,-0.996086,1.814551,F
0.266074,0.556689,-0.020434,0.176624,0.261718,-0.847807,0.446679,1.149119,0.812439,-0.87824,G
0.105604,0.203385,-0.023991,0.995678,0.261718,-0.681707,0.031425,-0.949356,-1.619716,-0.518635,A
0.09326,0.329004,0.271191,-0.813522,0.17234,1.519109,0.52218,-1.130987,-0.278912,1.181428,A
0.15498,0.23479,0.210732,0.643738,0.17234,0.854712,0.333428,0.667928,-0.590727,0.737003,A
-0.141273,-0.024299,0.562816,-1.881367,0.082961,-1.096956,0.484429,0.725514,0.064084,-1.112193,C
-0.264711,-0.275537,0.384996,1.343918,0.261718,0.397939,0.031425,1.018299,-0.185368,0.469042,A
0.031541,0.195534,0.246296,0.627208,0.261718,-0.723232,-0.308329,-0.783762,0.064084,-0.378639,H
0.043885,0.195534,0.260522,-0.393821,0.261718,-0.557133,0.710932,1.233052,0.438262,-0.742535,G
0.105604,-0.251983,0.466793,0.287084,0.261718,-0.930856,0.069175,0.831076,0.219991,-0.765271,A
0.216699,-0.424709,0.306755,-0.043283,0.261718,-0.307984,0.257927,-1.071576,-0.777816,-0.288888,A
0.25373,-0.338346,-3.210528,-1.790689,0.351096,0.605563,0.257927,-0.362778,-0.43482,0.522241,A
0.624046,-0.189174,0.139604,0.38731,0.976743,-1.138481,-1.138838,0.385162,2.620965,-0.296712,I
0.327793,0.336855,-0.020434,1.086893,0.261718,-0.349509,-0.006326,0.735047,0.282354,-0.193219,A
-3.498799,-0.063555,7.458681,0.129002,-4.922215,0.024215,0.635431,-0.009106,-0.029461,-0.200211,W
-0.030178,-0.220579,0.242739,1.988271,0.17234,1.062336,0.106925,0.918795,0.095265,,A
0.562327,-0.29909,0.068476,-0.58926,0.976743,0.688613,-1.214339,-1.717313,-0.310094,1.609228,I
-0.128929,-0.040001,0.057807,0.557894,0.261718,-0.10036,0.031425,0.802477,1.903791,0.049173,X
-0.22768,0.446772,0.534365,0.177429,0.17234,1.062336,0.333428,-1.169721,0.095265,0.885824,E
0.624046,-0.189174,0.139604,0.38731,0.976743,-0.10036,-0.308329,-0.054752,1.093072,0.225685,I
-0.215336,-1.296191,0.491688,1.050073,0.61923,-0.889332,0.937434,-0.219337,1.404887,-0.389079,X
0.142636,-0.448263,0.438342,0.978909,0.261718,0.564038,0.182426,0.915727,0.126447,0.536032,F
0.031541,-2.426761,0.37077,0.77977,0.17234,-2.633375,-0.157328,Y,-1.245538,-2.237287,A
5.759087,-0.236281,0.377883,-2.104317,-1.79398,-1.429155,-2.724356,-1.130269,-2.523978,-2.622195,A
0.15498,0.595945,0.036468,-0.126143,0.261718,-0.598658,0.031425,-0.559572,-0.746634,-0.438348,A
-0.672058,0.069915,0.395665,1.103662,0.261718,0.107265,-0.006326,1.149624,1.560794,0.218898,E
0.09326,0.054213,0.374326,0.378926,0.261718,-1.553729,0.333428,-2.90806,-3.116426,-1.451895,H
-0.190648,-0.063555,0.441898,1.289493,0.261718,-0.598658,0.144676,0.802088,0.438262,-0.500432,E
0.204355,-0.275537,0.360101,-0.278884,0.261718,1.477585,0.446679,-1.077537,-0.278912,1.187793,A
-0.054866,-0.330495,-3.210528,-0.267456,0.261718,0.522513,0.144676,0.047431,-0.310094,0.51637,F
0.624046,0.007106,0.114709,-0.350674,0.887365,-1.968978,-1.025587,-1.150694,0.095265,-1.201076,I
0.019197,0.289748,-0.116457,1.524856,-0.542686,1.768258,0.144676,2.709749,0.687713,1.612386,F
0.09326,-0.212727,0.260522,-0.527256,0.261718,-0.141884,-0.270579,-0.740815,0.18881,0.140684,F
0.117948,0.556689,-0.009765,-0.57261,0.261718,0.356414,0.408929,-1.045074,-0.060642,0.212979,F
-0.030178,-0.189174,0.242739,-0.408799,0.261718,-0.224934,0.295677,-0.526722,-0.247731,-0.244188,F
-3.498799,0.674456,0.210732,-1.548822,-4.922215,-0.432558,0.52218,0.411994,-0.029461,-0.547013,A
-0.252367,0.062064,0.171611,-0.420108,0.261718,-0.266459,0.484429,-0.204736,1.280161,-0.376553,E
0.142636,-0.448263,0.438342,0.978909,0.261718,-0.557133,0.295677,0.519691,0.313536,-0.542926,F
0.216699,-0.424709,0.306755,-0.043283,0.261718,-0.474083,0.257927,-0.102437,-0.029461,-0.444833,A
-0.264711,-0.126364,0.235627,0.176773,0.261718,2.515706,-0.157328,-0.585472,-0.497183,2.556544,A
0.364825,0.36826,0.19295,-0.420406,0.261718,-1.013906,0.408929,0.029725,0.687713,-0.97943,H
0.241386,-0.126364,0.417003,0.096091,0.17234,1.851308,0.597681,-0.879364,-0.123005,1.414261,A
0.661077,-0.09496,0.01513,0.751961,0.976743,-1.055431,-0.950086,0.523303,0.905984,-0.324716,I
0.142636,-0.369751,0.413447,0.301347,0.17234,-0.224934,-0.157328,0.264825,-0.590727,-0.007244,F
0.031541,0.36826,-0.027547,0.237135,0.17234,-0.224934,0.748682,0.522041,0.344717,-0.477491,A
-0.030178,-0.189174,0.242739,-0.408799,0.261718,2.391131,0.55993,-2.27669,-1.993893,1.92148,F
0.105604,-0.377602,0.260522,0.107578,0.261718,0.190314,0.069175,-0.136122,0.001721,0.255413,F
0.229043,-0.22843,0.324537,-0.869141,0.261718,-1.096956,0.333428,-0.513674,-0.185368,-1.0436,F
0.019197,-0.118513,0.345875,-1.086511,0.261718,-0.640182,0.295677,-1.225307,-1.089631,-0.613521,F
0.15498,-0.3619,0.40989,-0.171945,0.261718,-0.598658,0.144676,-0.219453,-0.278912,-0.50007,F
-0.104241,-0.314793,0.665951,-0.06411,0.17234,-1.013906,0.144676,0.407723,0.282354,-0.847897,C
0.117948,-0.291239,0.306755,0.255993,0.17234,-0.307984,0.408929,-0.208056,-0.65309,-0.375336,A
0.229043,-0.000745,0.171611,-0.002793,0.261718,0.439463,0.295677,-0.145849,-0.341275,0.349286,A
0.31545,-0.236281,0.37077,0.812174,0.261718,-0.307984,0.182426,1.109357,0.62535,-0.261041,A
0.142636,0.203385,-0.006209,-0.834827,0.261718,-0.10036,0.484429,-2.990148,-3.428241,-0.228516,A
-0.202992,-0.479668,-3.210528,-0.88764,0.261718,-1.138481,-0.044076,1.229732,0.313536,-0.900301,D
-0.22768,0.109171,0.413447,0.118917,0.17234,1.35301,0.484429,-1.729448,-1.401445,1.059538,D
-0.277055,0.038511,0.42056,3.987152,0.17234,1.809783,-2.346852,2.068711,0.344717,1.182235,X
-0.042522,0.407516,-3.210528,-0.636404,0.261718,0.937762,0.597681,-0.358778,-0.528364,0.620213,A
0.080916,-0.118513,0.445454,-0.188027,0.261718,0.605563,0.220177,1.470891,0.562987,0.555706,A
-0.672058,0.069915,0.395665,1.103662,0.261718,0.937762,0.106925,0.935006,0.968347,0.915588,E
-0.042522,0.407516,-3.210528,-0.636404,0.261718,0.480988,0.408929,-0.072789,-0.247731,0.321463,A
0.229043,0.807926,-0.052442,0.082634,0.261718,0.024215,0.446679,0.197046,-0.310094,-0.103698,F
0.241386,0.109171,-0.127126,0.380626,0.17234,0.522513,0.597681,-0.8157,-0.840179,0.248602,A
0.080916,-0.126364,0.360101,-0.587947,0.261718,0.107265,-0.308329,0.562269,-0.060642,0.404161,F
-0.215336,0.250492,0.473906,1.187089,0.17234,1.020811,0.220177,0.264592,1.623157,0.938119,X
-2.449572,4.835583,0.352988,0.048976,-2.419627,-0.930856,0.295677,2.7333,-2.866974,-0.876672,A
0.043885,0.274046,0.182281,0.095763,0.261718,-0.391033,0.371178,0.749357,-0.590727,-0.424966,F
0.303106,-0.03215,0.367214,-0.350585,0.17234,-0.474083,0.295677,0.472279,0.064084,-0.467473,A
-0.153617,-0.840822,0.139604,-0.971903,0.17234,-0.183409,0.069175,-1.656116,-0.123005,-0.060408,X
0.130292,0.336855,0.100483,0.382834,0.17234,1.186911,-0.006326,-0.334567,0.126447,1.2157,A
-3.498799,-0.573882,0.356544,0.750648,-4.922215,0.605563,-0.006326,-0.793334,-1.183175,0.674003,A
0.130292,-1.649494,-3.210528,-2.636061,-2.419627,0.024215,0.333428,-0.02926,-1.775623,-0.040866,A
3.265629,-0.251983,0.125378,-2.12386,0.976743,-0.557133,-1.365341,0.614788,1.280161,0.439639,I
0.006853,0.407516,0.274747,-0.083803,0.261718,0.854712,0.52218,-0.032114,0.40708,0.592763,H
0.130292,0.077766,,0.285383,-0.095795,0.190314,0.824183,0.289133,0.032902,-0.152931,A
0.006853,0.038511,-0.376075,0.963811,-0.006417,1.394535,0.597681,0.291269,0.251173,1.040636,A
-0.116585,0.423218,0.086258,1.919136,0.261718,-0.764757,0.333428,2.658492,1.217798,-0.748032,G
0.47592,-0.43256,0.114709,-0.87096,0.976743,-0.640182,-1.818346,-1.865647,0.62535,0.672014,I
0.192011,-0.259834,0.402778,-0.06593,0.261718,-0.474083,0.257927,-0.106417,-0.154186,-0.45109,A
0.204355,-0.275537,0.360101,-0.278884,0.261718,-0.598658,0.257927,0.730601,0.18881,-0.555898,A
-0.128929,0.383963,0.23207,1.248675,0.261718,0.522513,0.371178,0.933026,0.219991,0.3828,A
0.080916,0.10132,0.10404,0.14049,0.261718,-0.307984,0.371178,-0.018348,-0.310094,-0.357687,A
0.15498,0.23479,0.210732,0.643738,0.17234,2.349606,1.012935,-1.470757,-0.87136,1.584829,A
0.15498,-0.330495,0.299642,-0.333637,0.082961,-0.307984,0.635431,0.206637,-0.43482,-0.48024,F
0.031541,0.666605,-0.095119,0.010217,0.17234,-0.723232,0.333428,1.106503,0.594169,-0.703006,G
0.043885,-0.079257,0.061363,0.565085,0.261718,1.477585,0.55993,-0.368661,-0.43482,1.120404,A
-0.215336,-0.110662,0.68729,2.04189,0.708609,0.605563,-1.32759,0.997097,0.905984,1.601103,Y
0.167323,0.313302,0.168055,-0.383198,0.261718,1.477585,0.748682,-1.017329,-0.621908,1.006339,A
0.15498,0.336855,0.068476,0.021525,0.261718,-0.598658,0.106925,0.362349,0.095265,-0.487906,A
-0.141273,-0.055704,0.207175,0.246982,0.261718,-0.681707,0.748682,-0.113232,-0.996086,-0.870091,F
-0.104241,H,0.011573,0.220903,0.261718,1.145386,0.446679,-0.733049,0.001721,0.886752,A
-0.770809,-0.110662,0.328093,0.26205,0.17234,0.397939,-0.044076,0.383822,0.282354,0.510222,D
0.019197,0.289748,-0.116457,1.524856,-0.542686,-0.058835,0.371178,0.835638,-0.185368,-0.139332,F
0.105604,0.289748,0.171611,-0.220044,0.261718,-0.598658,0.824183,0.282396,0.126447,-0.830501,A
-2.807544,0.462474,-3.210528,-2.333503,-3.849677,-1.429155,-8.688922,0.48486,-3.927145,-5.387654,A
0.648733,-0.197025,0.029355,0.335213,-0.185173,-0.806282,-11.935457,-2.595588,-1.993893,-6.719324,I
-0.116585,0.423218,0.086258,1.919136,0.261718,-0.598658,-0.119577,1.616118,1.498432,-0.363317,G
4.96908,-0.385453,0.14316,-2.600732,0.976743,-1.719828,-1.32759,-1.120153,0.905984,-0.781835,I
0.117948,-0.29909,0.473906,-0.204438,0.082961,-0.349509,0.597681,0.315519,0.251173,-0.507448,A
0.47592,-0.43256,0.114709,-0.87096,0.976743,-1.38763,-1.063338,-1.326947,0.812439,-0.608048,I
-3.498799,0.329004,0.139604,0.982191,-4.922215,-0.640182,0.673182,1.456795,-2.742249,-0.795204,A
-0.128929,0.705861,0.413447,2.004055,0.61923,0.480988,-1.214339,0.497208,0.62535,1.378216,Y
-0.215336,0.250492,0.473906,1.187089,0.17234,-0.224934,0.220177,0.980905,1.997335,-0.19927,X
-0.116585,-0.189174,0.694403,0.974792,0.708609,-0.557133,-1.214339,0.759471,1.280161,0.364475,Y
0.056229,0.054213,0.392108,-0.02896,0.261718,0.356414,0.55993,-0.199979,0.531806,0.155259,H
-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.688613,0.597681,-0.189146,0.126447,0.410538,A
-0.190648,-0.691649,0.28186,-0.194472,0.17234,-0.764757,-0.006326,0.864101,1.061891,-0.584468,E
-3.498799,-0.291239,0.37077,-0.281212,-4.922215,-0.474083,0.295677,-0.689655,-0.123005,-0.46851,F
0.278418,-0.3619,0.502357,-1.588745,0.261718,-1.055431,0.635431,-1.502928,-0.403638,-1.144525,F
0.068573,-0.181323,-3.210528,-0.294311,-1.168333,0.14879,-0.081827,0.774829,0.157628,0.318341,F
-0.017834,-0.149918,-2.975805,-1.078156,0.082961,-0.349509,-0.081827,-0.321791,-0.060642,-0.149302,F
0.488263,-0.49537,0.111153,0.334258,0.976743,-0.972381,-1.403091,-0.591258,0.438262,0.019699,I
0.056229,0.187683,-0.031104,-0.958476,0.261718,-0.10036,0.333428,-0.051646,-0.185368,-0.157113,F
-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.273364,0.031425,0.490937,-0.310094,0.363463,A
-3.498799,0.195534,0.221401,-0.256595,-4.922215,-2.425751,0.069175,0.795856,-1.214356,-2.14163,A
0.031541,0.140576,0.399221,-0.817372,0.261718,-0.972381,0.371178,1.637378,0.656532,-0.944651,H
-3.498799,0.438921,-0.052442,-5.440122,-0.453307,0.06574,0.52218,-0.45438,0.126447,-0.09204,A
0.648733,-0.197025,0.029355,0.335213,-0.185173,-0.640182,-1.28984,0.396734,1.436069,0.306659,I
-0.153617,-0.087108,0.299642,0.689629,0.261718,0.231839,-0.006326,0.359805,0.18881,0.338702,F
-0.128929,-0.283388,0.488131,0.833628,0.797987,0.107265,-1.629594,-0.016639,1.061891,1.312997,Y
-3.498799,-0.566031,0.139604,-5.440122,0.976743,-1.636779,-1.138838,-1.033833,1.342524,-0.811092,I
0.241386,-0.157769,0.338762,-1.203923,0.261718,0.14879,0.446679,0.501945,-0.43482,0.008295,A
0.068573,-0.197025,0.032912,0.615571,0.082961,2.432656,0.52218,-1.194941,-0.777816,1.976367,A
0.006853,0.462474,-0.016878,0.649795,-1.347089,0.273364,0.144676,0.482977,0.001721,0.290277,F
0.043885,0.187683,0.303198,-0.717056,-1.79398,1.062336,0.257927,1.160128,0.313536,0.925244,A
-0.511588,-0.620989,0.491688,-2.053711,-0.006417,1.643684,0.182426,-0.135987,-0.247731,1.507157,D
0.105604,0.556689,-0.031104,0.619301,0.17234,-0.764757,0.182426,0.173961,-0.621908,-0.664912,A
0.229043,-1.044953,0.349432,0.84243,0.261718,1.311485,-0.006326,0.731708,0.18881,1.345703,A
0.290762,0.156278,0.136047,1.401386,0.082961,0.14879,-0.081827,0.929357,0.251173,0.317593,A
-0.38815,-1.021399,0.057807,1.228564,-0.006417,2.183507,0.484429,-0.187651,0.750076,1.813092,X
0.056229,0.281897,-0.091562,-0.919149,-0.185173,0.771662,0.824183,2.144411,0.594169,0.379002,F
-0.042522,-0.322644,0.310311,0.287293,0.261718,0.273364,-0.006326,0.062381,-0.216549,0.39113,F
-0.06721,0.462474,0.10404,0.463129,0.261718,0.14879,0.408929,-0.455331,-0.154186,0.028113,F
0.167323,0.117022,0.047137,-0.174809,0.261718,0.771662,0.861934,-0.629371,-0.278912,0.327225,A
-0.22768,0.289748,-0.006209,0.395814,0.261718,0.314889,1.050686,0.66055,0.157628,-0.161562,A
0.290762,0.109171,-0.112901,0.221262,0.261718,-0.141884,-0.006326,0.201376,0.001721,-0.004665,A
0.09326,-0.385453,0.352988,0.546705,0.261718,0.107265,-0.044076,0.061934,0.718895,0.240163,A
0.142636,-0.369751,0.413447,0.301347,0.17234,-0.058835,-0.006326,0.361592,-0.154186,0.072199,F
0.25373,-0.338346,-3.210528,-1.790689,0.351096,-0.266459,-2.799857,-0.499967,-1.401445,-1.219532,A
-0.215336,-0.110662,0.68729,2.04189,0.708609,-0.598658,,0.909262,0.032902,0.391781,Y
-0.030178,0.014957,0.264078,0.374062,0.261718,0.356414,0.673182,0.494684,0.562987,0.066545,A
0.303106,-0.03215,0.367214,-0.350585,0.17234,-0.432558,0.408929,-0.86455,-1.089631,-0.47514,A
-0.314087,-0.040001,0.303198,1.37665,0.17234,0.190314,0.408929,0.309927,0.438262,0.063194,X
0.117948,-0.189174,0.029355,0.763359,0.887365,0.688613,-1.516343,3.059537,2.184424,1.824991,I
-0.38815,-1.021399,0.057807,1.228564,-0.006417,2.308081,0.52218,-0.620595,0.687713,1.896056,X
0.364825,-0.149918,0.171611,0.04277,0.261718,-0.307984,0.899684,-0.351595,-0.87136,-0.621044,F
-0.190648,-0.691649,0.28186,-0.194472,0.17234,-0.806282,1.503691,-0.227025,0.500624,-1.30129,E
-0.091897,-0.29909,0.562816,1.131322,0.440474,-0.058835,-1.478592,1.782373,0.718895,1.028448,Y
0.204355,0.038511,0.036468,0.655644,0.17234,-0.01731,0.484429,0.753919,0.126447,-0.145746,A
-0.215336,-0.102811,0.360101,0.941284,0.17234,-0.01731,0.182426,1.430662,0.937165,0.00692,E
0.266074,-0.16562,0.32098,0.483299,0.17234,0.937762,0.182426,0.664006,-0.091823,0.866523,A
-2.573011,0.069915,0.246296,-3.018853,0.082961,-2.550325,-2.799857,0.355263,-3.085245,-3.426236,H
0.043885,0.69801,0.022242,0.912997,0.261718,-0.058835,0.144676,1.173214,-0.029461,-0.010295,F
1.130144,-0.087108,-0.002652,-0.479635,0.082961,-0.266459,-0.195078,-0.11659,-0.840179,0.002858,A
-0.104241,0.23479,0.214288,0.314028,0.17234,1.685209,0.748682,-0.573609,0.375899,1.173918,H
0.327793,0.336855,-0.020434,D,0.261718,-0.141884,0.748682,0.38489,0.095265,-0.407957,A
-0.32643,-0.652394,0.384996,-1.694222,-0.185173,-0.307984,0.106925,-1.952531,-1.432627,-0.213267,E
-0.277055,0.038511,0.42056,3.987152,0.17234,2.017408,0.52218,1.843162,1.966154,1.60343,X
-0.153617,-0.840822,0.139604,-0.971903,0.17234,-1.595254,0.673182,-2.186855,-0.060642,-1.605574,X
0.73514,-0.283388,0.089814,-1.848127,0.976743,-1.180006,-1.28984,-0.323403,1.217798,-0.253362,I
-0.104241,-0.197025,0.221401,0.17367,0.261718,2.349606,0.899684,-1.207154,-1.058449,1.648359,F
0.266074,0.109171,0.207175,-0.849179,0.261718,-0.432558,0.182426,1.244235,-0.341275,-0.374721,F
-0.079554,-0.291239,0.388552,0.855618,0.261718,-0.640182,0.106925,0.843113,-0.216549,-0.517297,F
-0.314087,-0.236281,0.029355,0.460861,0.261718,0.937762,0.861934,-0.192544,0.438262,0.469837,A
-0.042522,-0.3619,0.470349,-0.310721,0.261718,-0.681707,0.257927,0.102221,0.157628,-0.637342,F
-0.215336,-0.204876,0.456124,-0.099826,0.17234,-0.391033,-0.195078,1.324014,1.093072,-0.120045,E
-0.264711,-0.09496,0.01513,-0.597346,0.261718,-0.10036,0.257927,-1.421538,-0.684271,-0.108447,E
-0.32643,-0.079257,0.239183,0.566935,0.261718,-0.349509,0.295677,0.834415,0.438262,-0.360882,E
0.47592,-0.43256,0.114709,-0.87096,0.976743,-1.38763,-1.403091,0.434069,1.747883,-0.409416,I
0.4142,-0.16562,0.05425,-0.891996,0.976743,-1.512204,-1.591843,-0.149791,1.529613,-0.416793,I
0.117948,-0.220579,-3.210528,-1.623238,0.261718,0.771662,2.560702,-2.929067,-2.368071,-0.503397,A
0.031541,-0.346197,-0.009765,1.029902,0.082961,2.972479,-5.782139,-2.115931,-1.370264,-1.899104,A
-0.289399,0.83148,0.157386,0.987562,0.529852,1.145386,-0.42158,-0.080827,0.219991,1.60537,Y
0.266074,0.211237,0.114709,0.937882,0.261718,1.560634,0.710932,-0.178681,0.001721,1.099055,A
0.340137,0.399665,0.207175,-0.724993,0.261718,-0.764757,0.182426,,0.126447,-0.669915,A
0.290762,0.109171,-0.112901,0.221262,0.261718,-0.432558,0.408929,0.837871,0.531806,-0.483712,A
-0.301743,0.352558,0.288973,1.638181,0.261718,0.356414,0.106925,1.360242,1.093072,0.408863,E
0.130292,0.533135,-0.045329,-0.942602,0.261718,-0.598658,0.333428,-1.256333,0.157628,-0.596559,G
-0.017834,-0.047852,0.093371,-0.139302,0.261718,-0.224934,0.446679,-0.825117,-0.123005,-0.325042,A
-0.178304,0.902141,-0.041773,0.593103,0.261718,0.356414,0.220177,-0.216968,-0.216549,0.316062,F
-0.054866,0.179832,0.239183,-1.170087,0.261718,0.14879,0.446679,1.20787,0.687713,0.014165,E
-3.498799,0.674456,0.210732,-1.548822,-4.922215,-0.681707,-2.573354,-0.690742,-0.964905,-2.199096,A
0.130292,0.533135,-0.045329,-0.942602,0.261718,-1.138481,0.182426,-0.014194,0.718895,-1.008664,G
-0.00549,0.305451,0.018686,-0.04009,0.261718,-0.557133,-0.081827,0.144605,-0.497183,-0.338929,A
-0.252367,0.069915,0.246296,0.52355,0.261718,-0.058835,0.52218,0.104648,0.282354,-0.214098,E
-0.042522,-2.395356,-3.210528,-1.128463,-0.721442,0.605563,-11.935457,-1.692092,-2.430434,-6.719324,A
-0.277055,0.030659,0.441898,0.131866,0.17234,-0.640182,0.52218,0.37594,0.562987,-0.709649,D
0.266074,0.415367,0.089814,-0.68501,0.261718,-1.263055,0.295677,-0.282922,0.469443,-1.17394,G
0.303106,0.022808,0.146717,-1.815842,0.261718,-0.307984,0.220177,-0.954482,-0.247731,-0.279534,A
-0.128929,0.572391,-0.031104,0.319399,0.261718,1.311485,0.182426,-0.315385,0.282354,1.204417,G
-0.190648,-1.09206,0.402778,0.749425,0.17234,0.937762,0.220177,0.409897,0.344717,0.845427,D
-0.202992,0.36826,0.388552,0.915832,0.17234,0.854712,0.597681,0.667578,0.126447,0.549028,D
0.006853,0.038511,-0.376075,0.963811,-0.006417,-0.349509,-0.34608,-1.477474,-1.49499,0.03912,A
0.327793,-2.426761,0.008017,-0.54498,-0.006417,-0.515608,0.710932,-0.04819,0.064084,-0.707322,A
-0.00549,-0.259834,0.367214,-0.156667,0.261718,0.730137,0.069175,-0.623992,-0.403638,0.757099,F
0.229043,-0.369751,0.484575,0.250174,0.261718,-0.183409,0.144676,0.678218,0.469443,-0.124638,A
-0.277055,-1.963541,0.616162,0.437826,0.17234,0.231839,0.182426,0.3022,-0.060642,0.236932,D
0.303106,0.352558,0.082701,0.703981,0.261718,-0.515608,0.371178,1.144596,-0.029461,-0.538767,F
0.031541,-0.09496,-0.031104,0.803253,0.261718,-0.889332,0.333428,-3.047191,-3.365878,-0.855745,A
0.192011,0.226939,0.118265,-0.472443,0.17234,-0.183409,0.257927,0.153595,0.064084,-0.184961,F
-0.054866,0.226939,0.32098,-0.905841,0.261718,-0.183409,0.182426,-1.136715,0.095265,-0.142214,H
0.043885,-0.173471,0.285416,-0.775121,0.17234,2.930954,0.710932,-2.625915,-3.178789,2.350655,F
0.006853,0.376111,0.125378,-1.299376,-1.078955,1.934358,0.220177,-0.065198,-0.684271,1.73078,G
-0.252367,0.093469,0.239183,-0.021441,0.17234,1.809783,0.408929,-1.498754,-0.559546,1.515752,A
-0.22768,0.250492,0.207175,-0.481276,0.261718,-1.096956,0.52218,1.372144,1.155435,-1.12842,E
-0.128929,-0.322644,0.288973,0.764881,0.261718,0.356414,-0.006326,-0.093253,-0.278912,0.449367,F
-0.042522,0.540986,0.253409,-0.836378,0.261718,2.55723,0.257927,-1.18337,-0.590727,2.283496,A
0.31545,-0.330495,0.555703,-0.374098,0.708609,-0.598658,-1.365341,1.109007,1.280161,0.394951,Y
0.179667,0.321153,0.242739,0.045844,0.17234,-0.557133,0.371178,0.676529,0.001721,-0.578332,A
-3.498799,0.054213,-2.083148,-2.448349,-4.922215,-0.972381,-11.935457,-2.69583,-2.368071,-6.719324,A
-0.252367,0.093469,0.239183,-0.021441,0.17234,3.844501,0.824183,-1.771366,-1.214356,2.990457,A
0.15498,-0.322644,0.175168,0.126526,0.17234,0.522513,0.52218,-0.184719,-0.372457,0.304863,A
0.056229,0.187683,-0.031104,-0.958476,0.261718,-0.515608,0.635431,-0.443099,-0.185368,-0.666721,F
0.389513,-0.220579,-3.210528,-2.624155,0.261718,-1.096956,-0.157328,-1.260896,-0.216549,-0.807802,A
-0.252367,0.093469,0.239183,-0.021441,0.17234,1.43606,0.408929,-0.788072,-0.216549,1.171398,A
0.229043,-0.181323,0.23207,-0.893459,0.261718,-0.515608,-0.119577,-0.106766,-0.091823,-0.286586,F
